access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts,federal_agency.id,federal_agency.code,federal_agency.name
public,24 hours daily,,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M V,2024-05-09,,ELEC,Public,334137,LD,2021-10-08,P,False,E,,PARKING_LOT,Laguna Hills Tellus Power Green Plant,949-945-2000,2024-05-09T20:32:20Z,200-8,33.62106,-117.72139,Laguna Hills,US,,,CA,"23541Ridge Route Dr, Suite B",92653,,,,,,,,,,,,['J1772'],,19.0,,EVGATEWAY,http://evgateway.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,,,,
private,Contact site for information,,A ANDROID_PAY APPLE_PAY CREDIT D M,2024-05-09,,ELEC,Private,335414,LD,2024-02-27,P,,E,,OFFICE_BLDG,Gsk 18 Cadencia St,,2024-05-09T20:32:20Z,GPS,33.5357692,-117.6022026,Rancho Mission Viejo,US,,,CA,18 Cadencia St,92694,,,,,,,,,,,,['J1772'],,,1.0,AMPUP,https://ampup.io/,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,335477,,2024-05-04,,,E,,,LA JOLLA PALMS SPACE 265,888-758-4389,2024-12-03T01:25:27Z,GPS,32.86957,-117.223151,San Diego,US,,,CA,3535 Lebon Dr,92122,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2049051'],['2434871'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,335478,,2024-05-04,,,E,,,LA JOLLA PALMS SPACE 261,888-758-4389,2024-12-03T01:25:27Z,GPS,32.869473,-117.223345,San Diego,US,,,CA,3535 Lebon Dr,92122,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2049061'],['17865251'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,341911,,2024-05-09,,,E,,,OP OFFICERETAIL 12845 PVW 10,888-758-4389,2024-12-03T02:37:25Z,GPS,32.951048,-117.236619,San Diego,US,,,CA,12845 Paseo Vlg Wy,92130,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15820031'],['25441361'],,,
public,24 hours daily,,,2024-12-03,2024-08-05,ELEC,TEMPORARILY UNAVAILABLE (Public),346011,,2024-05-10,,,T,,,SDUHSD EARL WARREN 3,888-758-4389,2024-12-03T02:36:08Z,GPS,32.995032,-117.263134,Solana Beach,US,Front Parking Lot,,CA,155 Stevens Ave,92075,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['USCPIL15690011'],"['25454981', '25454991']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,346339,,2024-05-16,,,E,,,CSG EV SDSU ARC S. PKG,888-758-4389,2024-12-03T02:12:05Z,GPS,32.773862,-117.075838,San Diego,US,Parking Lot,,CA,5301 55th St,92182,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL13191791'],"['22521501', '22521511']",,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346454,LD,2024-04-09,SG,False,E,,PAY_LOT,UCSD - P357,,2024-08-15T19:57:12Z,GPS,32.88739138052525,-117.241307130499,San Diego,US,North Point Lane & Scholars Drive North,,CA,10065 Scholars Dr N,92093,,,,,,,,,,,,['J1772'],,,10.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346455,LD,2024-04-05,SG,False,E,,PAY_GARAGE,UCSD - Torrey Pines Center South,,2024-08-15T19:57:12Z,GPS,32.889957,-117.243231,San Diego,US,North Torrey Pines Road & UCSD NorthPoint Driveway,,CA,10280 N Torrey Pines Rd,92037,,,,,,,,,,,,['J1772'],,,10.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346456,LD,2024-02-22,SG,False,E,,PAY_GARAGE,UCSD - South,,2024-08-15T19:57:12Z,GPS,32.87451335842093,-117.2365196730697,San Diego,US,Gilman Drive & Biomedical Sciences Way,,CA,3101 Biomedical Sciences Way,92093,,,,,,,,,,,,['J1772'],,,20.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE,2024-08-15,,ELEC,Public - Credit card at all times,346457,LD,2024-04-09,SG,False,E,,PAY_GARAGE,UCSD - Mesa Nueva,,2024-08-15T19:57:12Z,GPS,32.875424,-117.223536,San Diego,US,Miramar Street,,CA,3809 Miramar St,92037,,,,,,,,,,,,['J1772'],,,5.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346458,LD,2024-02-06,SG,False,E,,PAY_GARAGE,UCSD - Athena,,2024-08-15T19:57:12Z,GPS,32.87873092412818,-117.2213983007402,San Diego,US,Medical Center Drive East & Health Sciences Drive,,CA,3855 Health Sciences Dr,92037,,,,,,,,,,,,['J1772'],,,20.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE,2024-08-15,,ELEC,Public - Credit card at all times,346459,LD,2024-04-09,SG,False,E,,PAY_LOT,UCSD - Trade Street,,2024-08-15T19:57:12Z,GPS,32.88921,-117.151753,San Diego,US,Trade Street & Trade Place,,CA,7835 Trade St,92121,,,,,,,,,,,,['J1772'],,,10.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE,2024-08-15,,ELEC,Public - Credit card at all times,346460,LD,2024-03-08,SG,False,E,,PAY_LOT,UCSD - P007,,2024-08-15T19:57:12Z,GPS,32.8670809488771,-117.253582699218,San Diego,US,Kennel Way & Naga Way,,CA,8650 Kennel Way,92037,,,,,,,,,,,,['J1772'],,,10.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346461,LD,2024-05-16,SG,False,E,,PAY_GARAGE,UCSD - Mesa Canyon,,2024-08-15T19:57:12Z,GPS,32.87641011165817,-117.2230546618705,San Diego,US,Athena Circle & Medical Center Drive,,CA,9335 Athena Cir,92037,,,,,,,,,,,,['J1772'],,,20.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE,2024-08-15,,ELEC,Public - Credit card at all times,346462,LD,2021-01-13,SG,False,E,,PAY_GARAGE,UCSD - Gilman,,2024-08-15T19:57:12Z,GPS,32.8771313,-117.23342368,San Diego,US,Gilman Drive & Russell Lane,,CA,9375 Russell Ln,92093,,,,,,,,,,,,['J1772'],,,25.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346463,LD,2024-02-06,SG,False,E,,PAY_GARAGE,UCSD - Athena,,2024-08-15T19:57:12Z,GPS,32.87967117096208,-117.2222244335023,San Diego,US,Medical Center Drive East & Health Sciences Drive,,CA,9417 Medical Center Dr E,92037,,,,,,,,,,,,['J1772'],,,19.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE,2024-08-15,,ELEC,Public - Credit card at all times,346464,LD,2024-03-27,SG,False,E,,PAY_GARAGE,UCSD - Campus Point East,,2024-08-15T19:57:12Z,GPS,32.88050984656424,-117.2247961245959,San Diego,US,Campus Point Drive & Medical Center Drive,,CA,9450 Medical Center Dr,92037,,,,,,,,,,,,['J1772'],,,4.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346465,LD,2024-03-21,SG,False,E,,PAY_GARAGE,UCSD - Campus Point West,,2024-08-15T19:57:12Z,GPS,32.87960079854565,-117.2264610976544,San Diego,US,Campus Point Drive & Medical Center Drive,,CA,9451 Medical Center Dr,92037,,,,,,,,,,,,['J1772'],,,5.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily; PowerFlex App,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2024-08-15,,ELEC,Public - Credit card at all times,346466,LD,2024-04-12,SG,False,E,,PAY_GARAGE,UCSD - Scholars,,2024-08-15T19:57:12Z,GPS,32.8809875984865,-117.241942073309,San Diego,US,Muir Lane & Scholars Drive North,,CA,9615 Scholars Dr N,92093,,,,,,,,,,,,['J1772'],,,20.0,POWERFLEX,https://www.powerflex.com,,"Public charging: $0.50 per kWh M-F, $0.40 per kWh Sat-Sun; Charge club (campus affiliates): $0.40 per kWh",,True,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
private,24 hours daily; PowerFlex App,,ACCOUNT_BALANCE,2024-08-15,,ELEC,Private,346467,LD,2024-04-11,SG,,E,,FLEET_GARAGE,UCSD - CSC,,2024-08-15T19:57:12Z,GPS,32.882918,-117.22897,San Diego,US,Campus Services Complex,,CA,9798 Campus Services Way,92093,,,,,,,,,,,,['J1772'],,,20.0,POWERFLEX,https://www.powerflex.com,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,,,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,346473,,2022-06-17,,,E,,,TR Mission Ridge,888-998-2546,2024-12-04T00:36:09Z,GPS,33.5673796,-117.6713526,Mission Viejo,US,,,CA,27155 Puerta Real,92691,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000000980'],"['ec7d626f-5a87-3f0b-1307-200000002238', 'ec7d626f-5a87-3f0b-1307-200000002239']",,,
public,,,,2024-12-03,,ELEC,Public,346958,,2024-05-30,,,E,,,Simone Little Italy,855-885-9571,2024-12-03T03:24:45Z,GPS,32.7201001,-117.165494,San Diego,US,,,CA,1401 Union Street,92121,,,,,,,,,,,,['J1772'],,,24.0,OpConnect,http://www.opconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['712'],"['2804_1', '2805_1', '2806_1', '2807_1', '2808_1', '2809_1', '2810_1', '2811_1', '2812_1', '2813_1', '2814_1', '2815_1', '2816_1', '2817_1', '2818_1', '2819_1', '2820_1', '2821_1', '2822_1', '2823_1', '2824_1', '2825_1', '2826_1', '2827_1']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,347116,,2023-10-04,,,E,,,Visitors Parking,888-998-2546,2024-12-04T00:57:59Z,GPS,32.899976,-117.2059,San Diego,US,,,CA,10221 Wateridge Circle,92121,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['fd3d68b6-8cac-4422-bc61-85facfea93c9'],['dc41fc1f-5f03-46f7-95df-e3cd531dce24'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347138,,2024-05-31,,,E,,,MIRACOSTA EV OCN5,888-758-4389,2024-12-03T02:37:43Z,GPS,33.190457,-117.300368,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15861291'],"['25493111', '25493121']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347139,,2024-05-31,,,E,,,MIRACOSTA EV OCN1,888-758-4389,2024-12-03T02:37:43Z,GPS,33.190617,-117.300496,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15861311'],"['25493151', '25493161']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347160,,2024-05-31,,,E,,,MIRACOSTA EV OCN2,888-758-4389,2024-12-03T02:38:17Z,GPS,33.190583,-117.300486,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15907731'],"['25546541', '25546551']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347161,,2024-05-31,,,E,,,MIRACOSTA EV OCN3,888-758-4389,2024-12-03T02:38:18Z,GPS,33.190538,-117.300454,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15907911'],"['25546801', '25546811']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347162,,2024-05-31,,,E,,,MIRACOSTA EV OCN4,888-758-4389,2024-12-03T02:38:18Z,GPS,33.190511,-117.300432,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15907931'],"['25546831', '25546841']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347163,,2024-05-31,,,E,,,MIRACOSTA EV OCN6,888-758-4389,2024-12-03T02:38:18Z,GPS,33.190385,-117.300293,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15907981'],"['25546901', '25546911']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347164,,2024-05-31,,,E,,,MIRACOSTA EV OCN7,888-758-4389,2024-12-03T02:38:18Z,GPS,33.190367,-117.300304,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15908001'],"['25546941', '25546951']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347165,,2024-05-31,,,E,,,MIRACOSTA EV OCN8,888-758-4389,2024-12-03T02:38:18Z,GPS,33.190332,-117.300282,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15908051'],"['25547011', '25547021']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347166,,2024-05-31,,,E,,,MIRACOSTA EV OCN9,888-758-4389,2024-12-03T02:38:18Z,GPS,33.190305,-117.300271,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15908071'],"['25547041', '25547051']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347167,,2024-05-31,,,E,,,MIRACOSTA EV OCN10,888-758-4389,2024-12-03T02:38:19Z,GPS,33.190321,-117.300281,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15908101'],"['25547091', '25547101']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347168,,2024-05-31,,,E,,,MIRACOSTA EV OCN11,888-758-4389,2024-12-03T02:38:19Z,GPS,33.190314,-117.30025,Oceanside,US,,,CA,Parking lot 5A,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15908121'],"['25547121', '25547131']",,,
private,7am-6pm daily,,CREDIT M V,2024-07-11,,ELEC,Private,347636,LD,2024-05-01,P,,E,,HOSPITAL,San Ysidro Health El Cajon,,2024-07-11T19:05:43Z,200-8,32.78478,-116.97706,El Cajon,US,,,CA,875 El Cajon Blvd,92020,,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,,True,,,,,,,,,,,,,,,,,,,,,Privé,,,,,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,347673,,2024-04-23,,,E,,,"Villas by the Sea, LLC",888-998-2546,2024-12-04T00:10:05Z,GPS,32.79559594038998,-117.2505518895672,San Diego,US,,,CA,1011 Grand Avenue,92109,,,,,,,,,,,,['J1772'],,,5.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['17700230-16ac-437f-863a-0bfd32dc748c'],"['26852d71-ddbb-4c55-ab1f-33900a44fd77', '44611255-cf7a-4c2c-a2de-267d9d021328', '9bdaf79d-cca8-4138-aa2f-0cf2c721d545', 'dd9f6cf2-ee0e-420a-b04c-36c7bd772c16', 'efbc9a7c-6160-406c-b24b-ffb6defb9d4a']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347755,,2024-06-14,,,E,,,GCCCD LOT 6,888-758-4389,2024-12-03T02:35:58Z,GPS,32.814848,-117.006063,El Cajon,US,Lot 6,,CA,8800 Grossmont College Drive,92020,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15682201'],['25619481'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347771,,2024-06-14,,,E,,,FOX POINT FARMS HOP,888-758-4389,2024-12-03T02:37:52Z,GPS,33.067502,-117.278239,Encinitas,US,,,CA,1150 Quail Gardens Dr,92024,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15867041'],['25500191'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347772,,2024-06-14,,,E,,,FOX POINT FARMS BEET,888-758-4389,2024-12-03T02:37:52Z,GPS,33.067648,-117.278245,Encinitas,US,,,CA,1150 Quail Gardens Dr,92024,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15867101'],"['25500261', '25500271']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347773,,2024-06-14,,,E,,,FOX POINT FARMS ORANGE,888-758-4389,2024-12-03T02:37:52Z,GPS,33.067621,-117.278247,Encinitas,US,,,CA,1150 Quail Gardens Dr,92024,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15867141'],"['25500311', '25500321']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347774,,2024-06-14,,,E,,,FOX POINT FARMS GRAPE,888-758-4389,2024-12-03T02:37:53Z,GPS,33.067558,-117.278247,Encinitas,US,,,CA,1150 Quail Gardens Dr,92024,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15867191'],"['25500361', '25500371']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347775,,2024-06-14,,,E,,,FOX POINT FARMS THYME,888-758-4389,2024-12-03T02:37:53Z,GPS,33.0677,-117.27825,Encinitas,US,,,CA,1150 Quail Gardens Dr,92024,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15867201'],"['25500381', '25500391']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,347780,,2024-06-14,,,E,,,PED WEST CT4010-HD-GW-LT,888-758-4389,2024-12-03T02:38:03Z,GPS,32.543738,-117.036676,San Diego,US,,,CA,4575 Camino De La Plaza,92173,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL15882191'],['25517311'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,348159,,2024-06-20,,,E,,,Paradise Valley Center,877-455-3833,2024-12-03T00:01:44Z,GPS,32.68879,-117.04529,San Diego,US,,,CA,6905 Paradise Valley Rd,92139,,,,,,,,,,,,['J1772COMBO'],6.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['67341'],"['143543', '143544', '143545', '143546', '143549', '143550']",,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348745,LD,2021-11-16,P,False,E,,PARKING_LOT,Palomar Parking,888-385-6671,2024-07-11T19:05:43Z,GPS,33.13086,-117.23854,Carlsbad,US,,,CA,5980 Eagle Dr,92008,,,,,,,,,,,,['J1772'],,,1.0,LOOP,https://evloop.io,,$0.35 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348756,LD,2022-05-05,P,False,E,,OTHER,Gemological Institute of America,888-385-6671,2024-07-11T19:05:43Z,GPS,33.13041,-117.3186,Carlsbad,US,,,CA,5431 Armada Dr,92008,,,,,,,,,,,,['J1772'],,,1.0,LOOP,https://evloop.io,,$0.70 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348792,LD,2022-09-16,P,False,E,,BANK,US Bank Vista,888-385-6671,2024-07-11T19:05:43Z,GPS,33.19453,-117.23446,Vista,US,,,CA,825 Civic Center Dr,92084,,,,,,,,,,,,['CHADEMO'],2.0,,,LOOP,https://evloop.io,,$0.45 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348846,LD,2023-05-08,P,False,E,,HOTEL,SpringHill Suites by Marriott San Diego Oceanside,888-385-6671,2024-07-11T19:05:43Z,GPS,33.194,-117.38162,Oceanside,US,,,CA,110 N Myers St,92054,,,,,,,,,,,,['J1772'],,,1.0,LOOP,https://evloop.io,,$0.35 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY D M V,2024-07-11,,ELEC,Public - Credit card at all times,348861,LD,2023-07-24,P,False,E,,OTHER,6122 Nancy Ridge,888-385-6671,2024-07-11T19:05:43Z,GPS,32.88988,-117.18731,San Diego,US,,,CA,6122 Nancy Ridge Dr,92121,,,,,,,,,,,,['J1772'],,,1.0,LOOP,https://evloop.io,,$0.55 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
